,datetime,predictions
0,2024-07-01 00:00:00,-0.004089110530912876
1,2024-07-01 01:00:00,-2.0584697267622687e-05
2,2024-07-01 02:00:00,0.0003890743537340313
3,2024-07-01 03:00:00,0.0002924010332208127
4,2024-07-01 04:00:00,-0.0035841180942952633
5,2024-07-01 05:00:00,0.03920898213982582
6,2024-07-01 06:00:00,-0.04720795899629593
7,2024-07-01 07:00:00,0.015851380303502083
8,2024-07-01 08:00:00,0.012274645268917084
9,2024-07-01 09:00:00,-0.021585742011666298
10,2024-07-01 10:00:00,0.17295506596565247
11,2024-07-01 11:00:00,-0.1977498084306717
12,2024-07-01 12:00:00,12.443026542663574
13,2024-07-01 13:00:00,15.713351249694824
14,2024-07-01 14:00:00,6.998623847961426
15,2024-07-01 15:00:00,7.999822616577148
16,2024-07-01 16:00:00,7.9956841468811035
17,2024-07-01 17:00:00,9.40478801727295
18,2024-07-01 18:00:00,15.189325332641602
19,2024-07-01 19:00:00,11.134743690490723
20,2024-07-01 20:00:00,10.9974946975708
21,2024-07-01 21:00:00,3.0032217502593994
22,2024-07-01 22:00:00,0.0015640172641724348
23,2024-07-01 23:00:00,-0.009545312263071537
24,2024-07-02 00:00:00,0.008473383262753487
25,2024-07-02 01:00:00,0.09234080463647842
26,2024-07-02 02:00:00,0.0439441055059433
27,2024-07-02 03:00:00,0.020724570378661156
28,2024-07-02 04:00:00,0.09789548814296722
29,2024-07-02 05:00:00,0.07483576238155365
30,2024-07-02 06:00:00,0.10167129337787628
31,2024-07-02 07:00:00,0.06912976503372192
32,2024-07-02 08:00:00,0.09393949806690216
33,2024-07-02 09:00:00,0.1874418556690216
34,2024-07-02 10:00:00,0.025913652032613754
35,2024-07-02 11:00:00,0.8119764924049377
36,2024-07-02 12:00:00,17.77486228942871
37,2024-07-02 13:00:00,4.593414306640625
38,2024-07-02 14:00:00,6.7973456382751465
39,2024-07-02 15:00:00,4.209133148193359
40,2024-07-02 16:00:00,3.669222354888916
